code,iata,name,city,region,lat,lon,longest_rwy_ft
KOVE,OVE,Oroville Municipal Airport,Oroville,US-CA,39.4878,-121.622,6020
KOVL,,Olivia Regional Airport,Olivia,US-MN,44.7786,-95.0328,3501
KOVO,,North Vernon Airport,North Vernon,US-IN,39.0456,-85.6053,5002
KOVS,,Boscobel Airport,Boscobel,US-WI,43.1602,-90.6755,5000
KOWA,OWA,Owatonna Degner Regional Airport,Owatonna,US-MN,44.1234,-93.2606,5500
KOWB,OWB,Owensboro Daviess County Airport,Owensboro,US-KY,37.7401,-87.1668,8000
KOWD,OWD,Norwood Memorial Airport,Norwood,US-MA,42.1905,-71.1729,4007
KOWI,,Ottawa Municipal Airport,Ottawa,US-KS,38.5387,-95.253,4500
KOWK,OWK,Central Maine/Norridgewock Airport,Norridgewock,US-ME,44.7155,-69.8665,4000
KOWP,,William R. Pogue Municipal Airport,Sand Springs,US-OK,36.1753,-96.1518,5799
KOWX,,Putnam County Airport,Ottawa,US-OH,41.0356,-83.982,4502
KOXB,OCE,Ocean City Municipal Airport,Ocean City,US-MD,38.3104,-75.124,4074
KOXC,OXC,Waterbury Oxford Airport,Oxford,US-CT,41.4786,-73.1352,5800
KOXD,OXD,Miami University Airport,Oxford,US-OH,39.5023,-84.7844,4011
KOXI,,Starke County Airport,Knox,US-IN,41.3301,-86.6623,5002
KOXR,OXR,Oxnard Airport,Oxnard,US-CA,34.2008,-119.207,5953
KOXV,,Knoxville Municipal Airport,Knoxville,US-IA,41.2989,-93.1138,4000
KOYM,STQ,St Marys Municipal Airport,St Marys,US-PA,41.4125,-78.5026,4300
KOZA,OZA,Ozona Municipal Airport,Ozona,US-TX,30.7353,-101.203,6003
KOZR,OZR,Cairns AAF (Fort Rucker) Air Field,Fort Rucker/Ozark,US-AL,31.2757,-85.7134,5025
KOZW,,Livingston County Spencer J. Hardy Airport,Howell,US-MI,42.6292,-83.9821,5002
KP-0005,,T'aet'an-pihaengjang Airport,Taetan,KP-05,38.1311,125.2332,9220
KP-0006,,Taechon Airport,Taechon,KP-03,39.9026,125.4895,6450
KP-0010,,Pyong Ni South Highway Strip,Pyong Ni,KP-02,39.3211,125.8979,8420
KP-0013,,Kuum-ni Airport,Tongchon,KP-07,38.8647,127.904,8150
KP-0014,,Koksan Highway Airport,Koksan,KP-06,38.7327,126.6599,6290
KP-0015,,Koksan Air Base,Koksan,KP-06,38.6902,126.606,8200
KP-0018,,Kaechon Airport,Kaechon,KP-02,39.7537,125.9021,8180
ZKHW,,Hwangju Airbase,Hwangju,KP-06,38.6535,125.7889,8180
ZKPN,,Pukchang Air Base,Sunchon,KP-02,39.505,125.964,8150
KP-0023,,Onchon Air Base,Onchon,KP-02,38.9094,125.2326,8150
KP-0024,,Wong Yo Ri Highway Strip,Hwasong-ni,KP-06,38.594,126.5266,6520
KP-0025,,Toksan Air Base,Tŏksan-dong,KP-08,39.9963,127.6117,8202
KP-0027,,Sinhung Highway Strip,Sinhung,KP-08,40.1807,127.5394,7400
KP-0028,,Sangwon Highway Strip,Sangwon,KP-01,38.8447,126.0668,7400
KP-0031,,Panghyon Airport,Kusong,KP-03,39.9274,125.2077,8500
KP-0035,,Hwangsuwon Airbase,Kimhyonggwon,KP-10,40.6814,128.151,9500
KP-0036,,Changjin Air Force Base,Changjin,KP-08,40.3644,127.2643,9185
KP-0038,,Riwon Airbase,Riwon-gun,KP-08,40.3598,128.7206,8150
KP-0039,,Kwail Air Base,Kwail,KP-05,38.4255,125.0191,8202
KP-0040,,Yong Hung Highway Airstrip,Phungsong-ri,KP-08,39.4823,127.3221,6563
KP-0047,,Sinanju Highway Strip,Anju,KP-03,39.6757,125.6827,8850
KP-0052,,Nuchon Ni Highway Strip,Nuchon Ni,KP-05,38.232,126.2642,6450
KP-0065,,Sangwon Ni Highway Strip,Sangwon Ni,KP-03,40.123,125.8712,6360
KP-0068,,Koksan 2 Highway Strip,Koksan,KP-06,38.6635,126.5866,3550
KP-0072,,Hwangsuwon Highway Strip Airstrip,Hwangsuwon,KP-10,40.672,128.1411,9514
KP-0075,,Nuchon Ni Airfield,Nuchon Ni,KP-06,38.2379,126.1203,8202
KP-0078,,Pyong Ni West Highway Strip Airstrip,Pyong Ni,KP-02,39.41,125.6704,8858
KP-0081,,Sunan-Up North Highway Strip Airfield,Sunan-Up,KP-02,39.2556,125.7057,7650
KP-0083,,Yong Hung Highway Reserve Strip Airfield,Yong Hung,KP-05,39.5388,127.2885,6562
KP01,,Eric Marcus Municipal Airport,Ajo,US-AZ,32.4529,-112.8615,3800
KP03,,Cochise College Airport,Douglas,US-AZ,31.3711,-109.69,5551
P04,BSQ,Bisbee Municipal Airport,Bisbee,US-AZ,31.364,-109.883,5929
KP08,,Coolidge Municipal Airport,Coolidge,US-AZ,32.9359,-111.427,5564
P10,PXL,Polacca Airport,Polacca,US-AZ,35.7917,-110.423,4200
KP13,GLB,San Carlos Apache Airport,Globe,US-AZ,33.3531,-110.667,6500
P14,HBK,Holbrook Municipal Airport,Holbrook,US-AZ,34.9407,-110.138,6698
P19,,Stellar Airpark,Chandler,US-AZ,33.2988,-111.9158,4417
KP20,,Avi Suquilla Airport,Parker,US-AZ,34.1489,-114.2684,6250
KP23,,Seligman Airport,Seligman,US-AZ,35.335,-112.887,4800
KP29,,Tombstone Municipal Airport,Tombstone,US-AZ,31.6711,-110.022,4430
KP33,CWX,Cochise County Airport,Willcox,US-AZ,32.2454,-109.895,6095
KP52,CTW,Cottonwood Airport,Cottonwood,US-AZ,34.73,-112.035,4250
KPAE,PAE,Seattle Paine Field International Airport,Everett,US-WA,47.9063,-122.282,9010
KPAH,PAH,Barkley Regional Airport,Paducah,US-KY,37.0608,-88.7738,6499
KPAM,PAM,Tyndall Air Force Base,Panama City,US-FL,30.0696,-85.5754,10107
KPAN,PJB,Payson Airport,Payson,US-AZ,34.2568,-111.339,5504
KPBF,PBF,"Pine Bluff Regional Airport, Grider Field",Pine Bluff,US-AR,34.1741,-91.9356,5998
KPBG,PBG,Plattsburgh International Airport,Plattsburgh,US-NY,44.6509,-73.4681,11759
KPBH,,Price County Airport,Phillips,US-WI,45.709,-90.4025,5220
KDJT,DJT,President Donald J. Trump International Airport,West Palm Beach,US-FL,26.6832,-80.0956,10001
KPBX,PVL,Pike County Airport Hatcher Field,Pikeville,US-KY,37.5608,-82.5701,5356
KPCM,,Plant City Municipal Airport,Plant City,US-FL,28.0002,-82.1642,3950
KPCW,,Erie-Ottawa International Airport,Port Clinton,US-OH,41.5156,-82.8683,5646
KPCZ,,Waupaca Municipal Airport,Waupaca,US-WI,44.3333,-89.0198,5200
KPDC,PCD,Prairie Du Chien Municipal Airport,Prairie Du Chien,US-WI,43.0193,-91.1237,5000
KPDK,PDK,DeKalb Peachtree Airport,Atlanta,US-GA,33.8763,-84.3021,6001
KPDT,PDT,Eastern Oregon Regional Airport at Pendleton,Pendleton,US-OR,45.6951,-118.841,6301
KPDX,PDX,Portland International Airport,Portland,US-OR,45.5887,-122.598,11000
KPEA,,Pella Municipal Airport,Pella,US-IA,41.4001,-92.9459,5402
KPEO,,Penn Yan Airport,Penn Yan,US-NY,42.6371,-77.0529,5499
KPEQ,PEQ,Pecos Municipal Airport,Pecos,US-TX,31.3824,-103.511,6236
KPEZ,,Pleasanton Municipal Airport,Pleasanton,US-TX,28.9542,-98.52,4000
KPGA,PGA,Page Municipal Airport,Page,US-AZ,36.9242,-111.4477,5950
KPGD,PGD,Punta Gorda Airport,Punta Gorda,US-FL,26.9202,-81.9905,7193
KPGR,PGR,Kirk Field,Paragould,US-AR,36.0629,-90.5078,4500
KPGV,PGV,Pitt-Greenville Airport,Greenville,US-NC,35.6355,-77.3843,7175
KPHD,PHD,Harry Clever Field,New Philadelphia,US-OH,40.4709,-81.4197,3951
KPHF,PHF,Newport News Williamsburg International Airport,Newport News,US-VA,37.1319,-76.493,8003
KPHG,,Phillipsburg Municipal Airport,Phillipsburg,US-KS,39.7358,-99.3171,5101
KPHK,PHK,Palm Beach County Glades Airport,Pahokee,US-FL,26.785,-80.6934,4116
KPHL,PHL,Philadelphia International Airport,Philadelphia,US-PA,39.8719,-75.2411,12000
KPHN,PHN,St Clair County International Airport,Port Huron,US-MI,42.911,-82.5289,5104
KPHP,PHP,Philip Airport,Philip,US-SD,44.0485,-101.6009,3998
KPHT,PHT,Henry County Airport,Paris,US-TN,36.3382,-88.3829,5002
KPHX,PHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,33.4353,-112.0059,11489
KPIA,PIA,General Wayne A. Downing Peoria International Airport,Peoria,US-IL,40.6638,-89.6926,10104
KPIB,PIB,Hattiesburg Laurel Regional Airport,Moselle,US-MS,31.4671,-89.3371,6503
KPIE,PIE,St. Petersburg Clearwater International Airport,Pinellas Park,US-FL,27.9102,-82.6874,9730
KPIH,PIH,Pocatello Regional Airport,Pocatello,US-ID,42.9098,-112.596,9059
KPIL,,Port Isabel Cameron County Airport,Port Isabel,US-TX,26.1662,-97.3459,8001
KPIM,PIM,Harris County Airport,Pine Mountain,US-GA,32.8407,-84.8824,5002
KPIR,PIR,Pierre Regional Airport,Pierre,US-SD,44.3827,-100.286,6900
KPIT,PIT,Pittsburgh International Airport,Pittsburgh,US-PA,40.4915,-80.2329,11500
KPJC,,Zelienople Municipal Airport,Zelienople,US-PA,40.8016,-80.1607,5002
KPJY,,Pinckneyville Du Quoin Airport,Pinckneyville,US-IL,37.9779,-89.3605,3999
KPKB,PKB,Mid Ohio Valley Regional Airport,Parkersburg (Williamstown),US-WV,39.3451,-81.4392,7240
KPKD,PKD,Park Rapids Municipal Airport Konshok Field,Park Rapids,US-MN,46.9006,-95.0731,5497
KPKV,,Calhoun County Airport,Port Lavaca,US-TX,28.654,-96.6813,5004
KPLD,,Portland Municipal Airport,Portland,US-IN,40.4508,-84.9901,5505
KPLK,PLK,M. Graham Clark Downtown Airport,Branson / Hollister,US-MO,36.6259,-93.2289,3738
KPLN,PLN,Pellston Regional Airport of Emmet County Airport,Pellston,US-MI,45.5709,-84.7967,6513
KPLR,PLR,St Clair County Airport,Pell City,US-AL,33.5588,-86.2491,5001
KPLU,,Pierce County-Thun Field,Puyallup,US-WA,47.1039,-122.287,3651
KPMB,PMB,Pembina Municipal Airport,Pembina,US-ND,48.9425,-97.2408,3798
KPMD,PMD,Palmdale Regional Airport / USAF Plant 42 Airport,Palmdale,US-CA,34.6294,-118.085,12002
KPMH,PMH,Greater Portsmouth Regional Airport,Portsmouth,US-OH,38.8405,-82.8473,5001
KPMP,PPM,Pompano Beach Airpark,Pompano Beach,US-FL,26.2471,-80.1111,4918
KPMU,,Panola County Airport,Batesville,US-MS,34.3635,-89.8926,5001
KPMV,,Plattsmouth Municipal Airport,Plattsmouth,US-NE,40.9479,-95.9173,5500
KPMZ,,Plymouth Municipal Airport,Plymouth,US-NC,35.8084,-76.7593,5500
KPNA,PWY,Ralph Wenz Field,Pinedale,US-WY,42.7955,-109.807,8900
KPNC,PNC,Ponca City Regional Airport,Ponca City,US-OK,36.732,-97.0998,7201
KPNE,PNE,Northeast Philadelphia Airport,Philadelphia,US-PA,40.0824,-75.0106,7000
KPNM,,Princeton Municipal Airport,Princeton,US-MN,45.5599,-93.6082,3900
KPNN,PNN,Princeton Municipal Airport,Princeton,US-ME,45.2007,-67.5644,4007
KPNS,PNS,Pensacola International Airport,Pensacola,US-FL,30.4727,-87.1866,7004
KPNT,,Pontiac Municipal Airport,Pontiac,US-IL,40.9243,-88.6245,5000
KPOB,POB,Pope Field,Fort Bragg,US-NC,35.1709,-79.0145,7501
KPOC,POC,Brackett Field,La Verne,US-CA,34.0916,-117.782,4840
KPOE,POE,Polk Army Air Field,Fort Polk,US-LA,31.0448,-93.1917,4109
KPOF,POF,Poplar Bluff Municipal Airport,Poplar Bluff,US-MO,36.7739,-90.3249,5008
KPOH,POH,Pocahontas Municipal Airport,Pocahontas,US-IA,42.7428,-94.6473,4100
KPOU,POU,Dutchess County Airport,Poughkeepsie,US-NY,41.6266,-73.8842,5001
KPOY,POY,Powell Municipal Airport,Powell,US-WY,44.8672,-108.793,6200
KPPA,PPA,Perry Lefors Field,Pampa,US-TX,35.613,-100.996,5862
KPPF,PPF,Tri-City Airport,Parsons,US-KS,37.3299,-95.5062,5001
KPPO,LPO,La Porte Municipal Airport,La Porte,US-IN,41.5725,-86.7345,5000
KPPQ,,Pittsfield Penstone Municipal Airport,Pittsfield,US-IL,39.6389,-90.7784,4000
KPQI,PQI,Presque Isle International Airport,Presque Isle,US-ME,46.689,-68.0448,7441
KPQL,PGL,Trent Lott International Airport,Pascagoula,US-MS,30.4628,-88.5292,6501
KPQN,,Pipestone Municipal Airport,Pipestone,US-MN,43.9833,-96.3003,4306
KPRB,PRB,Paso Robles Municipal Airport,Paso Robles,US-CA,35.6729,-120.627,6008
KPRC,PRC,Prescott Regional Airport - Ernest A. Love Field,Prescott,US-AZ,34.6535,-112.4199,7619
KPRG,,Edgar County Airport,Paris,US-IL,39.7002,-87.6696,4501
KPRN,,Mac Crenshaw Memorial Airport,Greenville,US-AL,31.8457,-86.6107,5501
KPRO,PRO,Perry Municipal Airport,Perry,US-IA,41.828,-94.1599,5500
KPRS,,Presidio Lely International Airport,Presidio,US-TX,29.6342,-104.3615,5200
KPRX,PRX,Cox Field,Paris,US-TX,33.6366,-95.4508,6002
KPRZ,,Portales Municipal Airport,Portales,US-NM,34.1455,-103.41,5700
KPSB,PSB,Mid-State Regional Airport,Philipsburg,US-PA,40.8844,-78.0873,5711
KPSC,PSC,Tri Cities Airport,Pasco,US-WA,46.2647,-119.119,7707
KPSF,PSF,Pittsfield Municipal Airport,Pittsfield,US-MA,42.4268,-73.2929,5792
KPSK,PSK,New River Valley Airport,Dublin,US-VA,37.1373,-80.6785,6201
KPSM,PSM,Portsmouth International Airport at Pease,Portsmouth,US-NH,43.0779,-70.8233,11321
KPSN,PSN,Palestine Municipal Airport,Palestine,US-TX,31.7797,-95.7063,5005
KPSO,PGO,Stevens Field,Pagosa Springs,US-CO,37.2863,-107.056,8100
KPSP,PSP,Palm Springs International Airport,Palm Springs,US-CA,33.8297,-116.507,10000
KPSX,PSX,Palacios Municipal Airport,Palacios,US-TX,28.7275,-96.251,5001
KPTB,PTB,Dinwiddie County Airport,Petersburg,US-VA,37.1838,-77.5074,5002
KPTD,,Potsdam Municipal Airport Damon Field,Potsdam,US-NY,44.6766,-74.9486,3703
KPTK,PTK,Oakland County International Airport,Pontiac,US-MI,42.6655,-83.4201,6521
KPTN,PTN,Harry P Williams Memorial Airport,Patterson,US-LA,29.7095,-91.339,5399
KPTS,PTS,Atkinson Municipal Airport,Pittsburg,US-KS,37.4495,-94.7311,5500
KPTT,PTT,Pratt Regional Airport,Pratt,US-KS,37.7016,-98.7469,5500
KPTV,PTV,Porterville Municipal Airport,Porterville,US-CA,36.0296,-119.063,5960
KPUB,PUB,Pueblo Memorial Airport,Pueblo,US-CO,38.2891,-104.497,10498
KPUC,PUC,Carbon County Regional Airport / Buck Davis Field,Price,US-UT,39.6139,-110.751,8319
KPUJ,,Silver Comet Field at Paulding Northwest Atlanta Airport,Dallas,US-GA,33.9123,-84.9411,5505
KPUW,PUW,Pullman-Moscow Regional Airport,Pullman,US-WA,46.7416,-117.1116,7100
KPVB,,Platteville Municipal Airport,Platteville,US-WI,42.6894,-90.4444,4000
KPVC,PVC,Provincetown Municipal Airport,Provincetown,US-MA,42.0719,-70.2214,3502
KPVD,PVD,Rhode Island T. F. Green International Airport,Providence/Warwick,US-RI,41.725,-71.4257,8700
KPVE,,Beech River Regional Airport,Darden,US-TN,35.6564,-88.1954,6000
KPVF,PVF,Placerville Airport,Placerville,US-CA,38.7242,-120.753,3914
KPVG,,Hampton Roads Executive Airport,Chesapeake,US-VA,36.7804,-76.4488,5350
KPVJ,,Pauls Valley Municipal Airport,Pauls Valley,US-OK,34.7111,-97.2232,5001
KPVU,PVU,Provo Municipal Airport,Provo,US-UT,40.2189,-111.7224,8603
KPVW,PVW,Hale County Airport,Plainview,US-TX,34.1681,-101.717,5997
KPWA,PWA,Wiley Post Airport,Oklahoma City,US-OK,35.5342,-97.6471,7199
KPWD,PWD,Sher-Wood Airport,Plentywood,US-MT,48.7903,-104.534,3900
KPWG,,McGregor Executive Airport,Waco,US-TX,31.4849,-97.3165,5501
KPWK,PWK,Chicago Executive Airport,Chicago/Prospect Heights/Wheeling,US-IL,42.1142,-87.9015,5001
KPWM,PWM,Portland International Jetport,Portland,US-ME,43.6462,-70.3093,7200
KPWT,PWT,Bremerton National Airport,Bremerton,US-WA,47.4902,-122.765,6000
KPXE,,Perry Houston County Airport,Perry,US-GA,32.5106,-83.7673,5004
KPYM,PYM,Plymouth Municipal Airport,Plymouth,US-MA,41.909,-70.7288,4650
KPYP,,Centre-Piedmont-Cherokee County Regional Airport,Centre,US-AL,34.09,-85.6101,5500
KPYX,,Perryton Ochiltree County Airport,Perryton,US-TX,36.4129,-100.752,5701
KPZQ,,Presque Isle County Airport,Rogers City,US-MI,45.4071,-83.8129,4106
KR47,,Ruhes Airport,Leipsic,US-OH,41.1025,-84.0544,4455
KRAC,RAC,John H Batten Airport,Racine,US-WI,42.7606,-87.8152,6574
KRAL,RAL,Riverside Municipal Airport,Riverside,US-CA,33.9519,-117.445,5401
KRAP,RAP,Rapid City Regional Airport,Rapid City,US-SD,44.0453,-103.057,8701
KRAW,,Warsaw Municipal Airport,Warsaw,US-MO,38.3469,-93.3454,4000
KRBD,RBD,Dallas Executive Airport,Dallas,US-TX,32.6809,-96.8682,7136
KRBE,,Rock County Airport,Bassett,US-NE,42.5697,-99.5684,4698
KRBG,RBG,Roseburg Regional Airport,Roseburg,US-OR,43.2388,-123.356,5003
KRBL,RBL,Red Bluff Municipal Airport,Red Bluff,US-CA,40.1507,-122.252,5431
KRBM,,Robinson Army Air Field,North Little Rock,US-AR,34.8477,-92.2995,5702
KRBO,,Nueces County Airport,Robstown,US-TX,27.7781,-97.6901,3700
KRBW,RBW,Lowcountry Regional Airport,Walterboro,US-SC,32.921,-80.6406,6002
KRCA,RCA,Ellsworth Air Force Base,Rapid City,US-SD,44.145,-103.104,13497
KRCM,,Skyhaven Airport,Warrensburg,US-MO,38.7842,-93.8029,4206
KRCP,,Rooks County Regional Airport,Stockton,US-KS,39.3466,-99.3046,5000
KRCR,RCR,Fulton County Airport,Rochester,US-IN,41.0656,-86.1817,5001
MI31,,Nartron Field,Reed City,US-MI,43.9018,-85.516,4506
KRCX,,Rusk County Airport,Ladysmith,US-WI,45.4968,-91.0005,4001
KRCZ,,Richmond County Airport,Rockingham,US-NC,34.8913,-79.7596,5001
KRDD,RDD,Redding Municipal Airport,Redding,US-CA,40.509,-122.293,7003
KRDG,RDG,Reading Regional Airport (Carl A Spaatz Field),Reading,US-PA,40.3785,-75.9652,6350
KRDK,,Red Oak Municipal Airport,Red Oak,US-IA,41.0105,-95.2599,5100
KRDM,RDM,Roberts Field,Redmond,US-OR,44.2541,-121.15,7038
KRDR,RDR,Grand Forks Air Force Base,Grand Forks,US-ND,47.9611,-97.4012,12350
KRDU,RDU,Raleigh-Durham International Airport,Raleigh/Durham,US-NC,35.8787,-78.7873,10000
KRED,,Red Lodge Airport,Red Lodge,US-MT,45.1846,-109.2577,4000
KREI,,Redlands Municipal Airport,Redlands,US-CA,34.0853,-117.146,4504
KRFD,RFD,Chicago Rockford International Airport,Chicago/Rockford,US-IL,42.1954,-89.0972,10002
KRFG,RFG,Rooke Field,Refugio,US-TX,28.2936,-97.323,4361
KRFI,,Rusk County Airport,Henderson,US-TX,32.1417,-94.8517,4004
KRGK,,Red Wing Regional Airport,Red Wing,US-MN,44.5894,-92.485,5010
KRHI,RHI,Rhinelander Oneida County Airport,Rhinelander,US-WI,45.6312,-89.4675,6800
KRHP,,Western Carolina Regional Airport,Andrews,US-NC,35.1952,-83.863,5500
KRIC,RIC,Richmond International Airport,Richmond,US-VA,37.5052,-77.3197,9003
KRID,RID,Richmond Municipal Airport,Richmond,US-IN,39.7572,-84.8428,5502
KRIF,RIF,Richfield Municipal Airport,Richfield,US-UT,38.7341,-112.1016,7100
KRIL,RIL,Garfield County Regional Airport,Rifle,US-CO,39.5263,-107.727,7000
KRIU,,Rancho Murieta Airport,Rancho Murieta,US-CA,38.4868,-121.1028,3798
KRIV,RIV,March Air Reserve Base,Riverside,US-CA,33.8807,-117.259,13302
KRIW,RIW,Central Wyoming Regional Airport,Riverton,US-WY,43.0642,-108.46,8204
KRKD,RKD,Knox County Regional Airport,Rockland,US-ME,44.0601,-69.0992,5412
KRKP,RKP,Aransas County Airport,Rockport,US-TX,28.0868,-97.0446,5608
KRKR,RKR,Robert S Kerr Airport,Poteau,US-OK,35.0216,-94.6213,4007
KRKS,RKS,Southwest Wyoming Regional Airport,Rock Springs,US-WY,41.5942,-109.065,10002
KRKW,RKW,Rockwood Municipal Airport,Rockwood,US-TN,35.9223,-84.6897,5000
KRLD,RLD,Richland Airport,Richland,US-WA,46.3056,-119.304,4009
KRME,RME,Griffiss International Airport,Rome,US-NY,43.2338,-75.407,11820
KRMG,RMG,Richard B Russell Airport,Rome,US-GA,34.3506,-85.158,7010
KRMN,,Stafford Regional Airport,Fredericksburg,US-VA,38.3981,-77.4555,6000
KRMY,,Brooks Field,Marshall,US-MI,42.2512,-84.9555,3501
KRNC,RNC,Warren County Memorial Airport,Mc Minnville,US-TN,35.6987,-85.8438,5000
KRND,RND,Randolph Air Force Base,Universal City,US-TX,29.5297,-98.2789,8352
KRNH,RNH,New Richmond Regional Airport,New Richmond,US-WI,45.1483,-92.5381,5507
KRNM,,Ramona Airport,Ramona,US-CA,33.0392,-116.915,5001
KRNO,RNO,Reno Tahoe International Airport,Reno,US-NV,39.4991,-119.768,11001
KRNP,,Owosso Community Airport,Owosso,US-MI,42.993,-84.1389,4300
KRNT,RNT,Renton Municipal Airport,Renton,US-WA,47.4931,-122.216,5382
KRNV,,Cleveland Municipal Airport,Cleveland,US-MS,33.7611,-90.7579,5005
KROA,ROA,Roanoke–Blacksburg Regional Airport,Roanoke,US-VA,37.3255,-79.9754,6800
KROC,ROC,Frederick Douglass Greater Rochester International Airport,Rochester,US-NY,43.1189,-77.6724,8001
KROG,ROG,Rogers Municipal Airport-Carter Field,Rogers,US-AR,36.3723,-94.1069,6011
KROS,,Rush City Regional Airport,Rush City,US-MN,45.698,-92.953,4401
KROW,ROW,Roswell Air Center Airport,Roswell,US-NM,33.3016,-104.531,13000
KROX,ROX,Roseau Municipal Rudy Billberg Field,Roseau,US-MN,48.856,-95.697,4400
KRPB,,Belleville Municipal Airport,Belleville,US-KS,39.8179,-97.6596,3500
KRPD,RIE,Rice Lake Regional Airport - Carl's Field,Rice Lake,US-WI,45.423,-91.7731,6700
KRPH,,Graham Municipal Airport,Graham,US-TX,33.1102,-98.5553,5000
KRPJ,,Rochelle Municipal Airport - Koritz Field,Rochelle,US-IL,41.893,-89.0783,5001
KRPX,RPX,Roundup Airport,Roundup,US-MT,46.4751,-108.5415,5098
KRQB,WBR,Roben Hood Airport,Big Rapids,US-MI,43.7226,-85.5041,4300
KRQE,,Window Rock Airport,Window Rock,US-AZ,35.6521,-109.067,7000
KRQO,RQO,El Reno Regional Airport,El Reno,US-OK,35.4727,-98.0058,5600
KRRL,RRL,Merrill Municipal Airport,Merrill,US-WI,45.1989,-89.7129,5101
KRRT,RRT,Warroad International Memorial Airport,Warroad,US-MN,48.9414,-95.3484,5400
KRSL,RSL,Russell Municipal Airport,Russell,US-KS,38.8721,-98.8118,5000
KRSN,RSN,Ruston Regional Airport,Ruston,US-LA,32.5142,-92.5885,6002
KRST,RST,Rochester International Airport,Rochester,US-MN,43.9083,-92.5,9034
KRSV,,Robinson Municipal Airport,Robinson,US-IL,39.016,-87.6498,5108
KRSW,RSW,Southwest Florida International Airport,Fort Myers,US-FL,26.5347,-81.7528,12000
KRTN,RTN,Raton Municipal Airport / Crews Field,Raton,US-NM,36.7415,-104.502,7615
KRUE,,Russellville Regional Airport,Russellville,US-AR,35.2591,-93.0933,5505
KRUG,,Rugby Municipal Airport,Rugby,US-ND,48.3904,-100.024,3600
KRUQ,SRW,Mid-Carolina Regional Airport,Salisbury,US-NC,35.6459,-80.5203,5501
KRUT,RUT,Rutland - Southern Vermont Regional Airport,Rutland,US-VT,43.5294,-72.9496,5304
KRVJ,,Swinton Smith Field at Reidsville Municipal Airport,Reidsville,US-GA,32.0595,-82.1538,5003
KRVL,RED,Mifflin County Airport,Reedsville,US-PA,40.6774,-77.6268,5001
KRVN,,Hawkins County Airport,Surgoinsville,US-TN,36.4576,-82.885,3504
KRVS,RVS,Tulsa Riverside Airport,Tulsa,US-OK,36.0396,-95.9846,5101
KRWF,RWF,Redwood Falls Municipal Airport,Redwood Falls,US-MN,44.5472,-95.0823,4001
KRWI,RWI,Rocky Mount Wilson Regional Airport,Rocky Mount,US-NC,35.8563,-77.8919,7099
KRWL,RWL,Rawlins Municipal Airport/Harvey Field,Rawlins,US-WY,41.8056,-107.2,7008
KRWN,,Arens Field,Winamac,US-IN,41.0922,-86.6134,4201
KRXE,RXE,Rexburg Madison County Airport,Rexburg,US-ID,43.8339,-111.805,4204
KRYM,,Ray S Miller Army Air Field,Fort Ripley,US-MN,46.0912,-94.3605,6100
KRYN,,Ryan Field,Tucson,US-AZ,32.1422,-111.175,5500
KRYV,,Watertown Municipal Airport,Watertown,US-WI,43.1696,-88.7232,4429
KRYW,,Lago Vista Texas Rusty Allen Airport,Lago Vista,US-TX,30.4986,-97.9695,3808
KRYY,,Cobb County International Airport-McCollum Field,Atlanta,US-GA,34.0132,-84.5972,6295
KRZL,RNZ,Jasper County Airport,Rensselaer,US-IN,40.9479,-87.1826,4000
KRZN,,Burnett County Airport,Siren,US-WI,45.8227,-92.3725,3900
KRZR,,Cleveland Regional Jetport,Cleveland,US-TN,35.2115,-84.7998,6200
KRZT,,Ross County Airport,Chillicothe,US-OH,39.4404,-83.0231,5405
KS01,,Conrad Airport,Conrad,US-MT,48.1686,-111.976,4602
KS03,AHM,Ashland Municipal Airport Sumner Parker Field,Ashland,US-OR,42.1903,-122.6606,3603
S05,BDY,Bandon State Airport,Bandon,US-OR,43.0865,-124.408,3601
KS10,,Lake Chelan Airport,Chelan,US-WA,47.866,-119.943,3506
S17,,Twin Lakes Airport,Trenton,US-SC,33.6457,-81.8671,4007
KS19,,McCormick County Airport,McCormick,US-SC,33.9081,-82.2669,3598
KS21,SUO,Sunriver Airport,Sunriver,US-OR,43.8763,-121.453,5460
S23,,Ione Municipal Airport,Ione,US-WA,48.7081,-117.413,3643
S24,,Sandusky County Regional Airport,Fremont,US-OH,41.2957,-83.0372,5500
KS25,,Watford City Municipal Airport,Watford City,US-ND,47.7957,-103.254,6550
KS27,,Kalispell City Airport,Kalispell,US-MT,48.1786,-114.304,3600
KS32,,Cooperstown Municipal Airport,Cooperstown,US-ND,47.4228,-98.1059,3500
KS33,MDJ,Madras Municipal Airport,Madras,US-OR,44.6702,-121.155,5091
KS34,,Plains Airport,Plains,US-MT,47.4735,-114.9071,4650
S39,PRZ,Prineville Airport,Prineville,US-OR,44.287,-120.904,5405
KS42,,Springer Municipal Airport,Springer,US-NM,36.3311,-104.6183,5003
KS52,,Methow Valley State Airport,Winthrop,US-WA,48.4249,-120.146,5049
KS59,,Libby Airport,Libby,US-MT,48.2838,-115.49,5003
KS64,,Stanford Airport/Biggerstaff Field,Stanford,US-MT,47.1472,-110.23,4200
KMAN,,Nampa Municipal Airport,Nampa,US-ID,43.5813,-116.523,5000
KS69,,Lincoln Airport,Lincoln,US-MT,46.9544,-112.65,4240
KS70,,Othello Municipal Airport,Othello,US-WA,46.7949,-119.079,4000
